sequence,case,region,metric,on,off,on_minus_off
20200813-subject-02/20200813_153152,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_153453,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_153802,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_154103,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_154408,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_154729,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155021,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155314,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155633,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155953,heavy8,geometry_focus_real,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_142123,heavy8,geometry_focus_real,valid_probability,0.4327998608350754,0.43279627338051796,3.5874545574188232e-06
20200709-subject-01/20200709_142446,heavy8,geometry_focus_real,valid_probability,0.4615784287452698,0.461576908826828,1.519918441772461e-06
20200709-subject-01/20200709_142802,heavy8,geometry_focus_real,valid_probability,0.46163543313741684,0.46164171397686005,-6.280839443206787e-06
20200709-subject-01/20200709_143125,heavy8,geometry_focus_real,valid_probability,0.4764995574951172,0.4765349552035332,-3.539770841598511e-05
20200709-subject-01/20200709_143531,heavy8,geometry_focus_real,valid_probability,0.26127951219677925,0.2611496280878782,0.00012988410890102386
20200709-subject-01/20200709_143907,heavy8,geometry_focus_real,valid_probability,0.4307035431265831,0.4306752160191536,2.8327107429504395e-05
20200709-subject-01/20200709_144313,heavy8,geometry_focus_real,valid_probability,0.39955343306064606,0.39949845522642136,5.497783422470093e-05
20200709-subject-01/20200709_144735,heavy8,geometry_focus_real,valid_probability,0.2748411111533642,0.27483663707971573,4.474073648452759e-06
20200709-subject-01/20200709_145132,heavy8,geometry_focus_real,valid_probability,0.49705278128385544,0.4970374219119549,1.535937190055847e-05
20200709-subject-01/20200709_145743,heavy8,geometry_focus_real,valid_probability,0.39522387832403183,0.3953031413257122,-7.926300168037415e-05
20200709-subject-01/20200709_150144,heavy8,geometry_focus_real,valid_probability,0.44521264731884,0.44521936774253845,-6.720423698425293e-06
20200709-subject-01/20200709_150524,heavy8,geometry_focus_real,valid_probability,0.3051029369235039,0.3051665648818016,-6.362795829772949e-05
20200709-subject-01/20200709_150906,heavy8,geometry_focus_real,valid_probability,0.38314273953437805,0.38326480612158775,-0.00012206658720970154
20200709-subject-01/20200709_151246,heavy8,geometry_focus_real,valid_probability,0.4037187099456787,0.4037192352116108,-5.252659320831299e-07
20200709-subject-01/20200709_151632,heavy8,geometry_focus_real,valid_probability,0.4954565763473511,0.4954461492598057,1.0427087545394897e-05
20200709-subject-01/20200709_151948,heavy8,geometry_focus_real,valid_probability,0.43855251371860504,0.43852270767092705,2.9806047677993774e-05
20200709-subject-01/20200709_152420,heavy8,geometry_focus_real,valid_probability,0.3628501035273075,0.3628097213804722,4.038214683532715e-05
20200709-subject-01/20200709_152757,heavy8,geometry_focus_real,valid_probability,0.385320071130991,0.385248564183712,7.150694727897644e-05
20200709-subject-01/20200709_153148,heavy8,geometry_focus_real,valid_probability,0.4250543713569641,0.42510612681508064,-5.175545811653137e-05
20200709-subject-01/20200709_153548,heavy8,geometry_focus_real,valid_probability,0.4416694678366184,0.44165586307644844,1.360476016998291e-05
20200813-subject-02/20200813_145612,heavy8,geometry_focus_real,valid_probability,0.49973612278699875,0.49970944970846176,2.6673078536987305e-05
20200813-subject-02/20200813_145920,heavy8,geometry_focus_real,valid_probability,0.45052916929125786,0.4505630172789097,-3.384798765182495e-05
20200813-subject-02/20200813_150228,heavy8,geometry_focus_real,valid_probability,0.15742724388837814,0.15744363144040108,-1.638755202293396e-05
20200813-subject-02/20200813_150535,heavy8,geometry_focus_real,valid_probability,0.44922130554914474,0.4492165744304657,4.731118679046631e-06
20200813-subject-02/20200813_151117,heavy8,geometry_focus_real,valid_probability,0.4039866253733635,0.4039930887520313,-6.463378667831421e-06
20200813-subject-02/20200813_151925,heavy8,geometry_focus_real,valid_probability,0.285970252007246,0.2859058640897274,6.438791751861572e-05
20200813-subject-02/20200813_152215,heavy8,geometry_focus_real,valid_probability,0.19076739996671677,0.1907518319785595,1.556798815727234e-05
20200813-subject-02/20200813_152513,heavy8,geometry_focus_real,valid_probability,0.2347098197788,0.23469139076769352,1.842901110649109e-05
20200813-subject-02/20200813_152842,heavy8,geometry_focus_real,valid_probability,0.3971378281712532,0.39716142043471336,-2.3592263460159302e-05
20200813-subject-02/20200813_153152,heavy8,geometry_focus_real,valid_probability,0.23358961939811707,0.23363623954355717,-4.6620145440101624e-05
20200813-subject-02/20200813_153453,heavy8,geometry_focus_real,valid_probability,0.32385294511914253,0.32397152855992317,-0.00011858344078063965
20200813-subject-02/20200813_153802,heavy8,geometry_focus_real,valid_probability,0.33334143087267876,0.3333689756691456,-2.7544796466827393e-05
20200813-subject-02/20200813_154103,heavy8,geometry_focus_real,valid_probability,0.5079961344599724,0.5079980418086052,-1.9073486328125e-06
20200813-subject-02/20200813_154408,heavy8,geometry_focus_real,valid_probability,0.3866591341793537,0.3866657353937626,-6.601214408874512e-06
20200813-subject-02/20200813_154729,heavy8,geometry_focus_real,valid_probability,0.4391838312149048,0.43918629735708237,-2.466142177581787e-06
20200813-subject-02/20200813_155021,heavy8,geometry_focus_real,valid_probability,0.3699857108294964,0.36983201280236244,0.00015369802713394165
20200813-subject-02/20200813_155314,heavy8,geometry_focus_real,valid_probability,0.47469620034098625,0.47466249391436577,3.37064266204834e-05
20200813-subject-02/20200813_155633,heavy8,geometry_focus_real,valid_probability,0.421413816511631,0.42144304886460304,-2.923235297203064e-05
20200813-subject-02/20200813_155953,heavy8,geometry_focus_real,valid_probability,0.31642839312553406,0.3164002038538456,2.8189271688461304e-05
20200709-subject-01/20200709_142123,heavy8,geometry_focus_real,valid_brier,0.32462746649980545,0.32463449984788895,-7.033348083496094e-06
20200709-subject-01/20200709_142446,heavy8,geometry_focus_real,valid_brier,0.2901000715792179,0.29010186344385147,-1.7918646335601807e-06
20200709-subject-01/20200709_142802,heavy8,geometry_focus_real,valid_brier,0.30213822796940804,0.3021341823041439,4.045665264129639e-06
20200709-subject-01/20200709_143125,heavy8,geometry_focus_real,valid_brier,0.2759683057665825,0.27593305334448814,3.525242209434509e-05
20200709-subject-01/20200709_143531,heavy8,geometry_focus_real,valid_brier,0.5525260716676712,0.5527133122086525,-0.00018724054098129272
20200709-subject-01/20200709_143907,heavy8,geometry_focus_real,valid_brier,0.330144252628088,0.33017747849226,-3.322586417198181e-05
20200709-subject-01/20200709_144313,heavy8,geometry_focus_real,valid_brier,0.3631966933608055,0.363275196403265,-7.850304245948792e-05
20200709-subject-01/20200709_144735,heavy8,geometry_focus_real,valid_brier,0.5622898191213608,0.562290608882904,-7.897615432739258e-07
20200709-subject-01/20200709_145132,heavy8,geometry_focus_real,valid_brier,0.25741225481033325,0.2574290707707405,-1.681596040725708e-05
20200709-subject-01/20200709_145743,heavy8,geometry_focus_real,valid_brier,0.3665471784770489,0.3664599470794201,8.723139762878418e-05
20200709-subject-01/20200709_150144,heavy8,geometry_focus_real,valid_brier,0.31349124386906624,0.3134825751185417,8.668750524520874e-06
20200709-subject-01/20200709_150524,heavy8,geometry_focus_real,valid_brier,0.49563730508089066,0.49554572254419327,9.15825366973877e-05
20200709-subject-01/20200709_150906,heavy8,geometry_focus_real,valid_brier,0.38608990609645844,0.3859306089580059,0.0001592971384525299
20200709-subject-01/20200709_151246,heavy8,geometry_focus_real,valid_brier,0.36278602108359337,0.36278537660837173,6.444752216339111e-07
20200709-subject-01/20200709_151632,heavy8,geometry_focus_real,valid_brier,0.2562965303659439,0.25630922242999077,-1.2692064046859741e-05
20200709-subject-01/20200709_151948,heavy8,geometry_focus_real,valid_brier,0.3168156184256077,0.3168473616242409,-3.174319863319397e-05
20200709-subject-01/20200709_152420,heavy8,geometry_focus_real,valid_brier,0.40813038498163223,0.408174604177475,-4.421919584274292e-05
20200709-subject-01/20200709_152757,heavy8,geometry_focus_real,valid_brier,0.38164548575878143,0.3817274756729603,-8.198991417884827e-05
20200709-subject-01/20200709_153148,heavy8,geometry_focus_real,valid_brier,0.3418174050748348,0.3417593650519848,5.804002285003662e-05
20200709-subject-01/20200709_153548,heavy8,geometry_focus_real,valid_brier,0.31290892139077187,0.312922652810812,-1.3731420040130615e-05
20200813-subject-02/20200813_145612,heavy8,geometry_focus_real,valid_brier,0.2526765111833811,0.25270829163491726,-3.178045153617859e-05
20200813-subject-02/20200813_145920,heavy8,geometry_focus_real,valid_brier,0.3109860308468342,0.31094006076455116,4.597008228302002e-05
20200813-subject-02/20200813_150228,heavy8,geometry_focus_real,valid_brier,0.713542528450489,0.7135124877095222,3.0040740966796875e-05
20200813-subject-02/20200813_150535,heavy8,geometry_focus_real,valid_brier,0.3065597824752331,0.30656300112605095,-3.2186508178710938e-06
20200813-subject-02/20200813_151117,heavy8,geometry_focus_real,valid_brier,0.3577987849712372,0.3577906861901283,8.098781108856201e-06
20200813-subject-02/20200813_151925,heavy8,geometry_focus_real,valid_brier,0.5127853006124496,0.5128791779279709,-9.387731552124023e-05
20200813-subject-02/20200813_152215,heavy8,geometry_focus_real,valid_brier,0.6646950021386147,0.6647134348750114,-1.843273639678955e-05
20200813-subject-02/20200813_152513,heavy8,geometry_focus_real,valid_brier,0.5922949612140656,0.5923231467604637,-2.8185546398162842e-05
20200813-subject-02/20200813_152842,heavy8,geometry_focus_real,valid_brier,0.3678875304758549,0.3678569868206978,3.0543655157089233e-05
20200813-subject-02/20200813_153152,heavy8,geometry_focus_real,valid_brier,0.6031211614608765,0.603071391582489,4.976987838745117e-05
20200813-subject-02/20200813_153453,heavy8,geometry_focus_real,valid_brier,0.4628509506583214,0.46269039437174797,0.00016055628657341003
20200813-subject-02/20200813_153802,heavy8,geometry_focus_real,valid_brier,0.45370567217469215,0.4536590874195099,4.6584755182266235e-05
20200813-subject-02/20200813_154103,heavy8,geometry_focus_real,valid_brier,0.24217398837208748,0.242171049118042,2.93925404548645e-06
20200813-subject-02/20200813_154408,heavy8,geometry_focus_real,valid_brier,0.3821884021162987,0.38218142464756966,6.977468729019165e-06
20200813-subject-02/20200813_154729,heavy8,geometry_focus_real,valid_brier,0.3219381645321846,0.3219338431954384,4.32133674621582e-06
20200813-subject-02/20200813_155021,heavy8,geometry_focus_real,valid_brier,0.39899881184101105,0.39919697493314743,-0.00019816309213638306
20200813-subject-02/20200813_155314,heavy8,geometry_focus_real,valid_brier,0.2783864475786686,0.2784242741763592,-3.7826597690582275e-05
20200813-subject-02/20200813_155633,heavy8,geometry_focus_real,valid_brier,0.3399515971541405,0.3399178124964237,3.37846577167511e-05
20200813-subject-02/20200813_155953,heavy8,geometry_focus_real,valid_brier,0.47496458888053894,0.47500647604465485,-4.188716411590576e-05
20200709-subject-01/20200709_142123,heavy8,geometry_focus_proxy,pixels,1162.25,1162.25,0.0
20200709-subject-01/20200709_142446,heavy8,geometry_focus_proxy,pixels,6535.875,6535.875,0.0
20200709-subject-01/20200709_143125,heavy8,geometry_focus_proxy,pixels,679.25,679.25,0.0
20200709-subject-01/20200709_143531,heavy8,geometry_focus_proxy,pixels,1581.125,1581.125,0.0
20200709-subject-01/20200709_144735,heavy8,geometry_focus_proxy,pixels,5634.5,5634.5,0.0
20200709-subject-01/20200709_145743,heavy8,geometry_focus_proxy,pixels,877.0,877.0,0.0
20200709-subject-01/20200709_150524,heavy8,geometry_focus_proxy,pixels,862.0,862.0,0.0
20200709-subject-01/20200709_151632,heavy8,geometry_focus_proxy,pixels,16.5,16.5,0.0
20200709-subject-01/20200709_152420,heavy8,geometry_focus_proxy,pixels,262.5,262.5,0.0
20200709-subject-01/20200709_152757,heavy8,geometry_focus_proxy,pixels,14.285714285714286,14.285714285714286,0.0
20200813-subject-02/20200813_145920,heavy8,geometry_focus_proxy,pixels,122.75,122.75,0.0
20200813-subject-02/20200813_150228,heavy8,geometry_focus_proxy,pixels,3.0,3.0,0.0
20200813-subject-02/20200813_153453,heavy8,geometry_focus_proxy,pixels,299.25,299.25,0.0
20200813-subject-02/20200813_153802,heavy8,geometry_focus_proxy,pixels,2581.75,2581.75,0.0
20200813-subject-02/20200813_154103,heavy8,geometry_focus_proxy,pixels,3989.25,3989.25,0.0
20200813-subject-02/20200813_154408,heavy8,geometry_focus_proxy,pixels,66.0,66.0,0.0
20200813-subject-02/20200813_155021,heavy8,geometry_focus_proxy,pixels,177.25,177.25,0.0
20200709-subject-01/20200709_142123,heavy8,geometry_focus_proxy,xyz_mm,62.256070613861084,62.256399154663086,-0.0003285408020019531
20200709-subject-01/20200709_142446,heavy8,geometry_focus_proxy,xyz_mm,70.6545934677124,70.65597629547119,-0.0013828277587890625
20200709-subject-01/20200709_143125,heavy8,geometry_focus_proxy,xyz_mm,49.8036093711853,49.80288648605347,0.0007228851318359375
20200709-subject-01/20200709_143531,heavy8,geometry_focus_proxy,xyz_mm,59.14545297622681,59.14622497558594,-0.0007719993591308594
20200709-subject-01/20200709_144735,heavy8,geometry_focus_proxy,xyz_mm,27.49172353744507,27.491780042648315,-5.650520324707031e-05
20200709-subject-01/20200709_145743,heavy8,geometry_focus_proxy,xyz_mm,53.92638301849365,53.92856788635254,-0.0021848678588867188
20200709-subject-01/20200709_150524,heavy8,geometry_focus_proxy,xyz_mm,67.69810676574707,67.69784736633301,0.0002593994140625
20200709-subject-01/20200709_151632,heavy8,geometry_focus_proxy,xyz_mm,93.7531042098999,93.7535924911499,-0.00048828125
20200709-subject-01/20200709_152420,heavy8,geometry_focus_proxy,xyz_mm,52.73061418533325,52.72827768325806,0.0023365020751953125
20200709-subject-01/20200709_152757,heavy8,geometry_focus_proxy,xyz_mm,18.392342567443848,18.393426758902415,-0.0010841914585668633
20200813-subject-02/20200813_145920,heavy8,geometry_focus_proxy,xyz_mm,112.44940757751465,112.43901824951172,0.010389328002929688
20200813-subject-02/20200813_150228,heavy8,geometry_focus_proxy,xyz_mm,87.28231811523438,87.31170654296875,-0.029388427734375
20200813-subject-02/20200813_153453,heavy8,geometry_focus_proxy,xyz_mm,87.84272575378418,87.84103393554688,0.0016918182373046875
20200813-subject-02/20200813_153802,heavy8,geometry_focus_proxy,xyz_mm,71.39153099060059,71.39243412017822,-0.0009031295776367188
20200813-subject-02/20200813_154103,heavy8,geometry_focus_proxy,xyz_mm,57.20731210708618,57.2073450088501,-3.2901763916015625e-05
20200813-subject-02/20200813_154408,heavy8,geometry_focus_proxy,xyz_mm,65.36272239685059,65.39415550231934,-0.03143310546875
20200813-subject-02/20200813_155021,heavy8,geometry_focus_proxy,xyz_mm,42.59693098068237,42.59702491760254,-9.393692016601562e-05
20200709-subject-01/20200709_142123,heavy8,geometry_focus_proxy,zero_xyz_mm,59.826716899871826,59.826716899871826,0.0
20200709-subject-01/20200709_142446,heavy8,geometry_focus_proxy,zero_xyz_mm,72.86208915710449,72.86208915710449,0.0
20200709-subject-01/20200709_143125,heavy8,geometry_focus_proxy,zero_xyz_mm,51.38299322128296,51.38299322128296,0.0
20200709-subject-01/20200709_143531,heavy8,geometry_focus_proxy,zero_xyz_mm,65.32497119903564,65.32497119903564,0.0
20200709-subject-01/20200709_144735,heavy8,geometry_focus_proxy,zero_xyz_mm,31.146900177001953,31.146900177001953,0.0
20200709-subject-01/20200709_145743,heavy8,geometry_focus_proxy,zero_xyz_mm,57.29336166381836,57.29336166381836,0.0
20200709-subject-01/20200709_150524,heavy8,geometry_focus_proxy,zero_xyz_mm,66.84705066680908,66.84705066680908,0.0
