method,step,pose_loss,ce,top1,visible_keys_per_microbatch,supported_queries_per_microbatch,seconds_per_step
s0_l0,250,0.31056627778336404,,,,,7.134697759561241
s0_l0,275,0.29071340355090797,,,,,7.129509164090268
s0_l0,300,0.28331190389581024,,,,,7.056408838382922
s0_l0,325,0.2867813713569194,,,,,7.026701810103841
s0_l0,350,0.27807503594085575,,,,,6.861878278311342
s0_l0,375,0.3057025470584631,,,,,6.949538361621089
s0_l0,400,0.28299769808538255,,,,,7.2160377391241495
s0_l0,425,0.2808397975284606,,,,,7.069321986269205
s0_l0,450,0.2676190034672618,,,,,7.069180208253674
s0_l0,475,0.28906490274704993,,,,,7.204625966437161
s0_l0,500,0.2905569909885526,,,,,7.300124809974805
s0_l0,525,0.27520110298879447,,,,,7.07457172381226
s0_l0,550,0.2919654113985598,,,,,6.980068525946699
s0_l0,575,0.2793859697133303,,,,,7.237622681087815
s0_l0,600,0.29654055582359434,,,,,7.145157017749734
s0_l0,625,0.25178847370669244,,,,,7.233426382709294
s0_l0,650,0.28004462134093044,,,,,7.121681054923683
s0_l0,675,0.2693484646361321,,,,,7.018994849394075
s0_l0,700,0.2910200619511306,,,,,7.0495708548463885
s0_l0,725,0.2862547540292144,,,,,7.010692611397244
s0_l0,750,0.2667363515868783,,,,,7.027814420689829
s0_l0,775,0.2681272516772151,,,,,7.313202631925233
s0_l0,800,0.29373222460970283,,,,,6.950179554675706
s0_l0,825,0.267017119359225,,,,,6.8377489839540795
s0_l0,850,0.29335110684856774,,,,,7.049724599774927
s0_l0,875,0.28304591212421654,,,,,7.018772667814046
s0_l0,900,0.2789657324552536,,,,,7.298298515449278
s0_l0,925,0.2787603054475039,,,,,7.091701108245179
s0_l0,950,0.2688812407292426,,,,,7.201354507259094
s0_l0,975,0.2802453136630356,,,,,6.896229229238815
s0_l0,1000,0.2706742423307151,,,,,6.7481838334584605
s1_l1,25,0.48740235701203344,4.9575964450836185,0.05602464362978935,55.13479393005371,123.69833786010742,8.678341657114215
s1_l1,50,0.4590566572919488,4.0832994937896725,0.09579459488391877,52.6079182434082,118.77021209716797,8.292941675074399
s1_l1,75,0.4279413200542331,3.38348256111145,0.10628125965595245,55.06812671661377,123.96896179199219,8.181819885978475
s1_l1,100,0.3447215856425464,3.148663969039917,0.13673418775200843,55.23375198364258,124.7964616394043,8.240366912223399
s1_l1,125,0.3502704563736916,3.1217816495895385,0.1539163137972355,55.831668548583984,124.79083770751953,8.151377649870701
s1_l1,150,0.3414612446911633,3.0417561149597168,0.16502085596323013,58.443960189819336,129.69250442504884,8.03824086451903
s1_l1,175,0.3118843880482018,3.0071106481552126,0.18090787202119826,54.6995849609375,125.04437835693359,8.18384744825773
s1_l1,200,0.30878692731261254,2.8666933822631835,0.23037724405527116,55.8477099609375,126.68333801269532,8.067034815764055
s1_l1,225,0.29019676806405187,2.7312352800369264,0.2905040517449379,57.764585418701174,128.99687957763672,8.39722730168607
s1_l1,250,0.30989571020007134,2.5403480195999144,0.3456081849336624,56.21750144958496,126.69125411987305,8.39245538759511
s1_l1,275,0.29377134757116435,2.412537808418274,0.37318867623806,56.62333503723144,127.95833724975586,8.254474884774536
s1_l1,300,0.28344732347875834,2.274376697540283,0.4072174608707428,60.56521034240723,135.25792129516603,8.651002713246271
s1_l1,325,0.2878286988660693,2.163473381996155,0.42959192395210266,56.3243766784668,127.29771270751954,8.54665045781061
s1_l1,350,0.2792373318783939,2.108254644870758,0.444275221824646,56.773127212524415,127.88979644775391,8.36857199294027
s1_l1,375,0.3080366808734834,2.065427143573761,0.4545444118976593,56.19271003723144,125.84604583740234,8.356568527487106
s1_l1,400,0.2835090840607882,1.9586001801490784,0.47935344755649567,55.34541862487793,125.88250427246093,8.462970267753116
s1_l1,425,0.2788055425882339,1.9243675971031189,0.48802648305892943,57.39812675476074,128.6000047302246,8.413836729931646
s1_l1,450,0.2679565386008471,1.9125532937049865,0.48650554299354554,57.763126831054684,129.88562911987304,8.327607295457273
s1_l1,475,0.28841717172414066,1.8510066437721253,0.5028411662578582,56.73312713623047,127.22146240234375,8.343939776248298
s1_l1,500,0.2939370634034276,1.8690505385398866,0.49657176971435546,55.371459846496585,125.9920873260498,8.533386385235936
s1_l1,525,0.27489852307364343,1.8014629817008971,0.5192665255069733,56.78416873931885,128.37771240234375,8.391006511128507
s1_l1,550,0.29317989114671944,1.8081675481796264,0.5141492289304733,56.11979343414307,125.79833709716797,8.582967233355157
s1_l1,575,0.2811225852649659,1.774692623615265,0.5188648474216461,54.964376296997074,123.93875411987305,8.381615498755128
s1_l1,600,0.29745623778551816,1.7760752058029174,0.5262724965810776,55.29416854858398,124.13208709716797,8.569324134737252
s1_l1,625,0.25343450913205745,1.7600113439559937,0.5254864490032196,57.90500198364258,130.51646209716796,8.517574681336992
s1_l1,650,0.2829605252388865,1.7475527548789977,0.5264736378192901,55.05729339599609,124.75000335693359,8.419363299515098
s1_l1,675,0.27366549672558904,1.7815421414375305,0.5225511783361435,55.97041889190674,126.76333786010743,8.229606906566769
s1_l1,700,0.2910739027522504,1.7099710726737976,0.5489333897829056,58.92041851043701,130.70187957763673,8.393760625040159
s1_l1,725,0.2848704472370446,1.7201936507225037,0.5411275714635849,60.57646057128906,134.57104568481446,8.326857299036346
s1_l1,750,0.26664709417149424,1.70832275390625,0.5409486776590348,57.29291851043701,129.38958740234375,8.298193903379142
s1_l1,775,0.2670998197048903,1.696297218799591,0.5433868551254273,57.59771011352539,129.80646224975587,8.322030247617512
s1_l1,800,0.2959521734341979,1.7209652590751647,0.5449493086338043,59.57937683105469,131.6918795776367,8.024642334915697
s1_l1,825,0.2683516072481871,1.6853134942054748,0.5427770572900772,56.20604335784912,127.4054197692871,8.342283578263595
s1_l1,850,0.29583966275677087,1.6793932056427001,0.5456946611404419,56.02250183105469,125.26187881469727,8.645475309574977
s1_l1,875,0.2854578305222094,1.7220720314979554,0.5433225071430207,60.88750198364258,135.8400045776367,8.679129868643358
s1_l1,900,0.2778182708658278,1.6705880331993104,0.5550960326194763,56.92416862487793,127.49146209716797,8.489673102200031
s1_l1,925,0.27870653561316433,1.6623962616920471,0.5515510559082031,55.78083511352539,126.404169921875,8.302205201103352
s1_l1,950,0.2688857867382467,1.7060149264335633,0.5403845053911209,58.70520980834961,131.98542053222656,8.386907097725198
s1_l1,975,0.27996871080249547,1.6606664848327637,0.5474991929531098,57.76666877746582,130.07979598999023,8.255079664033838
s1_l1,1000,0.2702404031250626,1.6758894109725953,0.5499124437570572,56.02687694549561,125.91458724975585,8.1463221268123
s1_l0,25,0.48847209993749857,4.957924404144287,0.05596983678638935,55.1510432434082,123.79271270751953,8.944151439629495
s1_l0,50,0.4591661370173097,4.083962059020996,0.09603071212768555,52.61750213623047,118.81562927246094,8.307941260398366
s1_l0,75,0.4285068103671074,3.3825901222229002,0.10638871371746063,55.00625179290771,123.83792053222656,8.074789176154882
s1_l0,100,0.34463526846840975,3.1490990352630615,0.13645967736840248,55.21771022796631,124.66583724975585,8.319457020494156
s1_l0,125,0.3507185075432062,3.1208724212646484,0.1545364874601364,55.8154186630249,124.73396255493164,8.231248452011496
s1_l0,150,0.34357776030898096,3.040861573219299,0.16544378370046617,58.41125221252442,129.58437927246095,8.215623826659284
s1_l0,175,0.3135550620779395,3.006895036697388,0.18124938517808914,54.532501678466794,124.60791946411133,8.148440974694676
s1_l0,200,0.3090697469748557,2.8660986042022705,0.23116210639476775,55.7227099609375,126.42958770751953,8.206315074018203
s1_l0,225,0.2901860316842794,2.73042320728302,0.2917714762687683,57.90125198364258,129.2489617919922,8.190791594274343
s1_l0,250,0.30998649606481193,2.5418204736709593,0.34584383964538573,56.169585418701175,126.54896286010742,8.242128921556287
s1_l0,275,0.2920072135981172,2.410665149688721,0.37286960244178774,56.672918472290036,128.0964628601074,8.498603731379845
s1_l0,300,0.2872868668474257,2.276255292892456,0.40679029643535614,60.53375190734863,135.155213470459,8.24886899035424
s1_l0,325,0.28818342998623847,2.164569356441498,0.4288094162940979,56.24354339599609,127.20625396728515,8.51515504532028
s1_l0,350,0.27831062749028207,2.106445262432098,0.44515896797180177,56.77437637329101,127.85958679199219,8.191003008070401
s1_l0,375,0.30839980544522405,2.06746990442276,0.45440656423568726,56.24208526611328,125.89167129516602,8.312935435823166
s1_l0,400,0.2829387920629233,1.9575400924682618,0.47937200784683226,55.33000190734863,125.8854216003418,8.438508393871597
s1_l0,425,0.2839263353776187,1.9296097612380982,0.4872624933719635,57.37666870117187,128.61187957763673,8.425870235930198
s1_l0,450,0.26778823042288424,1.9091646361351013,0.48650371849536894,57.76458511352539,129.88208770751953,8.240988553995267
s1_l0,475,0.2898715636692941,1.8500434064865112,0.502314699292183,56.70187652587891,127.26354568481446,8.258792736413888
s1_l0,500,0.2942742612957954,1.872750573158264,0.49685407400131226,55.3481266784668,125.90333755493164,8.225675221155397
s1_l0,525,0.2768216601759195,1.8097960758209228,0.5172953444719315,56.626460037231446,127.99667083740235,8.227617243044078
s1_l0,550,0.2943731473386288,1.8113057565689088,0.5133394354581833,56.02937698364258,125.71333755493164,8.221230984036811
s1_l0,575,0.27926325527951124,1.7757701230049134,0.5193777233362198,55.03458518981934,124.04646255493164,8.304222618583589
s1_l0,600,0.29835267893970013,1.77157288312912,0.5266319233179092,55.248543701171876,123.9906283569336,8.327280836561695
s1_l0,625,0.25258222000673414,1.764672520160675,0.5244549471139908,57.8018765258789,130.37604568481444,8.398109702584334
s1_l0,650,0.2832721388526261,1.7474598622322082,0.5259619146585465,55.09416839599609,124.82396301269532,8.176281906203366
s1_l0,675,0.27407980237156154,1.7819052648544311,0.5221030986309052,55.996251792907714,126.77958709716796,8.178027831343934
s1_l0,700,0.29120747990906237,1.7081699109077453,0.5490697336196899,58.92125186920166,130.68458740234374,8.267576499334536
s1_l0,725,0.286266191797331,1.7176872515678405,0.5408024829626084,60.53583549499512,134.4343797302246,8.318752512838692
s1_l0,750,0.2670026763621718,1.710726525783539,0.5412066781520843,57.363959846496584,129.59146209716798,8.314994421983137
s1_l0,775,0.2694225665461272,1.6984135508537292,0.5424632614850998,57.62625213623047,129.8541714477539,8.350454208450392
s1_l0,800,0.29647625973448155,1.7199997568130494,0.5453723907470703,59.63021026611328,131.84625473022462,8.426599322436378
s1_l0,825,0.26848197462037204,1.68993182182312,0.5424092656373978,56.27958553314209,127.6200032043457,8.471370050697587
s1_l0,850,0.29373036509379746,1.6826594614982604,0.5451810085773467,56.06271030426026,125.34021224975587,8.392605419615284
s1_l0,875,0.2852012597210705,1.7229424071311952,0.543010533452034,60.82479351043701,135.69708786010742,8.35868347354699
s1_l0,900,0.27866370951756836,1.6728672218322753,0.5544015473127365,56.93021011352539,127.46958801269531,8.343184612304903
s1_l0,925,0.2791805033851415,1.6641937685012818,0.5507581210136414,55.83854347229004,126.52917053222656,8.362941491291858
s1_l0,950,0.27158759494312107,1.7085708165168763,0.5404163151979446,58.58833480834961,131.75396301269532,8.327997731999494
s1_l0,975,0.28143778392113744,1.6637087631225587,0.5474993932247162,57.79875183105469,130.1110464477539,8.12678030572366
s1_l0,1000,0.27103006904013455,1.672969160079956,0.5502020907402039,55.995835037231444,125.81542068481446,8.077115042498335
