population,metric,physical_sequence,object_id,method,frames,sum
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155633,20,residual,24,2400.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155633,20,s0_l1,24,2400.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155633,20,s0_l0,24,2400.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155633,20,s1_l1,24,2400.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155633,20,s1_l0,24,2400.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155633,20,fp,24,2400.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155953,21,residual,56,5300.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155953,21,s0_l1,56,5600.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155953,21,s0_l0,56,5500.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155953,21,s1_l1,56,5500.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155953,21,s1_l0,56,5600.0
symmetric_bad_initial_first8,adds_01,20200813-subject-02/20200813_155953,21,fp,56,5200.0
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_142123,1,residual,24,1563.1432738304138
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_142123,1,s0_l1,24,1574.0249381065369
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_142123,1,s0_l0,24,1573.1859955787659
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_142123,1,s1_l1,24,1573.4827427864075
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_142123,1,s1_l0,24,1571.8620519638062
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_142123,1,fp,24,1524.651123046875
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_150906,13,residual,24,512.7782869338989
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_150906,13,s0_l1,24,519.2982492446899
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_150906,13,s0_l0,24,518.805890083313
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_150906,13,s1_l1,24,524.4756126403809
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_150906,13,s1_l0,24,526.3739356994629
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_150906,13,fp,24,658.956484079361
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_151948,16,residual,16,1487.9038298130035
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_151948,16,s0_l1,16,1479.220641374588
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_151948,16,s0_l0,16,1480.0373010635376
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_151948,16,s1_l1,16,1477.8617067337036
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_151948,16,s1_l0,16,1476.1843032836914
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_151948,16,fp,16,1455.0157668590546
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_152757,18,residual,64,2292.95570230484
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_152757,18,s0_l1,64,2215.9021421670914
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_152757,18,s0_l0,64,2195.6361511945724
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_152757,18,s1_l1,64,2209.0322408676147
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_152757,18,s1_l0,64,2195.6368069648743
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_152757,18,fp,64,2061.3682153224945
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153148,20,residual,64,7115.278213977814
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153148,20,s0_l1,64,7139.122570037842
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153148,20,s0_l0,64,7122.6127009391785
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153148,20,s1_l1,64,7139.0228180885315
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153148,20,s1_l0,64,7118.699301242828
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153148,20,fp,64,7132.043048977852
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153548,21,residual,48,5001.830947160721
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153548,21,s0_l1,48,5021.6859484910965
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153548,21,s0_l0,48,5020.797221064568
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153548,21,s1_l1,48,5037.472498416901
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153548,21,s1_l0,48,5038.062129497528
symmetric_bad_initial_first8,rotation_deg,20200709-subject-01/20200709_153548,21,fp,48,5670.165740132332
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_153802,13,residual,24,2655.055778503418
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_153802,13,s0_l1,24,2700.5947189331055
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_153802,13,s0_l0,24,2696.7656631469727
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_153802,13,s1_l1,24,2698.4277114868164
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_153802,13,s1_l0,24,2696.4217224121094
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_153802,13,fp,24,2613.046600341797
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_154729,16,residual,8,1428.6096801757812
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_154729,16,s0_l1,8,1421.4639129638672
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_154729,16,s0_l0,8,1422.1144409179688
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_154729,16,s1_l1,8,1422.4664459228516
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_154729,16,s1_l0,8,1422.3830108642578
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_154729,16,fp,8,1429.8364715576172
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155314,18,residual,48,3959.9159088134766
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155314,18,s0_l1,48,4113.779056549072
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155314,18,s0_l0,48,4105.615390777588
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155314,18,s1_l1,48,4109.33337020874
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155314,18,s1_l0,48,4114.195941925049
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155314,18,fp,48,3851.0695104599
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155633,20,residual,24,1497.1956706047058
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155633,20,s0_l1,24,1505.0574989318848
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155633,20,s0_l0,24,1503.814287185669
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155633,20,s1_l1,24,1504.9783945083618
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155633,20,s1_l0,24,1504.1633710861206
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155633,20,fp,24,1493.9690647125244
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155953,21,residual,56,5118.838728427887
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155953,21,s0_l1,56,5060.645830631256
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155953,21,s0_l0,56,5054.163565158844
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155953,21,s1_l1,56,5067.220922470093
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155953,21,s1_l0,56,5063.481308937073
symmetric_bad_initial_first8,rotation_deg,20200813-subject-02/20200813_155953,21,fp,56,5165.383034467697
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_142123,1,residual,24,174.9623827934265
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_142123,1,s0_l1,24,181.5577712059021
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_142123,1,s0_l0,24,183.76006722450256
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_142123,1,s1_l1,24,184.4098825454712
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_142123,1,s1_l0,24,184.69880390167236
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_142123,1,fp,24,151.57136011123657
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_150906,13,residual,24,125.49044919013977
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_150906,13,s0_l1,24,123.59993088245392
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_150906,13,s0_l0,24,123.14389955997467
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_150906,13,s1_l1,24,128.2893991470337
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_150906,13,s1_l0,24,126.83433771133423
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_150906,13,fp,24,112.46912741661072
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_151948,16,residual,16,86.26035213470459
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_151948,16,s0_l1,16,87.61617755889893
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_151948,16,s0_l0,16,87.93343710899353
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_151948,16,s1_l1,16,89.42048454284668
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_151948,16,s1_l0,16,89.3485598564148
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_151948,16,fp,16,64.10323572158813
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_152757,18,residual,64,1453.0549340248108
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_152757,18,s0_l1,64,1285.0952498912811
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_152757,18,s0_l0,64,1335.303852558136
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_152757,18,s1_l1,64,1298.7576487064362
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_152757,18,s1_l0,64,1322.579320192337
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_152757,18,fp,64,1966.4785594940186
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153148,20,residual,64,1996.73051071167
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153148,20,s0_l1,64,2198.293451309204
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153148,20,s0_l0,64,2188.0613276958466
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153148,20,s1_l1,64,2235.3746399879456
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153148,20,s1_l0,64,2223.511655807495
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153148,20,fp,64,2176.1223154067993
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153548,21,residual,48,322.07328474521637
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153548,21,s0_l1,48,265.7507249712944
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153548,21,s0_l0,48,267.00036430358887
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153548,21,s1_l1,48,267.53639829158783
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153548,21,s1_l0,48,267.08915919065475
symmetric_bad_initial_first8,center_mm,20200709-subject-01/20200709_153548,21,fp,48,424.51711773872375
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_153802,13,residual,24,1066.5423324108124
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_153802,13,s0_l1,24,986.2322144508362
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_153802,13,s0_l0,24,1003.7014083862305
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_153802,13,s1_l1,24,973.8485455513
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_153802,13,s1_l0,24,987.0042341947556
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_153802,13,fp,24,680.3575949668884
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,residual,8,55.08891201019287
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s0_l1,8,59.041051387786865
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s0_l0,8,58.8905086517334
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s1_l1,8,61.06308841705322
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s1_l0,8,60.742172718048096
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,fp,8,37.24402475357056
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,residual,48,1194.4367623329163
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s0_l1,48,847.4674649238586
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s0_l0,48,848.2578990459442
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s1_l1,48,830.034720659256
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s1_l0,48,824.5595118999481
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,fp,48,679.6746487617493
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,residual,24,378.27571630477905
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s0_l1,24,347.408814907074
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s0_l0,24,348.21212434768677
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s1_l1,24,348.5489411354065
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s1_l0,24,349.3383984565735
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,fp,24,280.03806471824646
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,residual,56,493.464714884758
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s0_l1,56,418.4224727153778
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s0_l0,56,419.2236053943634
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s1_l1,56,432.19930624961853
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s1_l0,56,432.4522638320923
symmetric_bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,fp,56,622.5504661798477
initial_good,add_01,20200709-subject-01/20200709_142123,1,residual,365,17800.0
initial_good,add_01,20200709-subject-01/20200709_142123,1,s0_l1,365,17400.0
initial_good,add_01,20200709-subject-01/20200709_142123,1,s0_l0,365,17400.0
initial_good,add_01,20200709-subject-01/20200709_142123,1,s1_l1,365,17300.0
initial_good,add_01,20200709-subject-01/20200709_142123,1,s1_l0,365,17600.0
initial_good,add_01,20200709-subject-01/20200709_142123,1,fp,365,19300.0
initial_good,add_01,20200709-subject-01/20200709_142446,2,residual,213,21300.0
initial_good,add_01,20200709-subject-01/20200709_142446,2,s0_l1,213,21300.0
initial_good,add_01,20200709-subject-01/20200709_142446,2,s0_l0,213,21300.0
initial_good,add_01,20200709-subject-01/20200709_142446,2,s1_l1,213,21300.0
initial_good,add_01,20200709-subject-01/20200709_142446,2,s1_l0,213,21300.0
initial_good,add_01,20200709-subject-01/20200709_142446,2,fp,213,21300.0
initial_good,add_01,20200709-subject-01/20200709_142802,3,residual,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_142802,3,s0_l1,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_142802,3,s0_l0,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_142802,3,s1_l1,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_142802,3,s1_l0,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_142802,3,fp,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_143125,4,residual,284,6800.0
initial_good,add_01,20200709-subject-01/20200709_143125,4,s0_l1,284,6600.0
initial_good,add_01,20200709-subject-01/20200709_143125,4,s0_l0,284,6700.0
initial_good,add_01,20200709-subject-01/20200709_143125,4,s1_l1,284,6800.0
initial_good,add_01,20200709-subject-01/20200709_143125,4,s1_l0,284,6600.0
initial_good,add_01,20200709-subject-01/20200709_143125,4,fp,284,19500.0
initial_good,add_01,20200709-subject-01/20200709_143531,5,residual,292,29200.0
initial_good,add_01,20200709-subject-01/20200709_143531,5,s0_l1,292,29200.0
initial_good,add_01,20200709-subject-01/20200709_143531,5,s0_l0,292,29200.0
initial_good,add_01,20200709-subject-01/20200709_143531,5,s1_l1,292,29200.0
initial_good,add_01,20200709-subject-01/20200709_143531,5,s1_l0,292,29200.0
initial_good,add_01,20200709-subject-01/20200709_143531,5,fp,292,29200.0
initial_good,add_01,20200709-subject-01/20200709_143907,6,residual,213,6000.0
initial_good,add_01,20200709-subject-01/20200709_143907,6,s0_l1,213,5400.0
initial_good,add_01,20200709-subject-01/20200709_143907,6,s0_l0,213,5200.0
initial_good,add_01,20200709-subject-01/20200709_143907,6,s1_l1,213,5500.0
initial_good,add_01,20200709-subject-01/20200709_143907,6,s1_l0,213,5600.0
initial_good,add_01,20200709-subject-01/20200709_143907,6,fp,213,2100.0
initial_good,add_01,20200709-subject-01/20200709_144313,7,residual,71,6700.0
initial_good,add_01,20200709-subject-01/20200709_144313,7,s0_l1,71,7000.0
initial_good,add_01,20200709-subject-01/20200709_144313,7,s0_l0,71,7000.0
initial_good,add_01,20200709-subject-01/20200709_144313,7,s1_l1,71,7000.0
initial_good,add_01,20200709-subject-01/20200709_144313,7,s1_l0,71,7000.0
initial_good,add_01,20200709-subject-01/20200709_144313,7,fp,71,4700.0
initial_good,add_01,20200709-subject-01/20200709_144735,8,residual,71,3400.0
initial_good,add_01,20200709-subject-01/20200709_144735,8,s0_l1,71,3600.0
initial_good,add_01,20200709-subject-01/20200709_144735,8,s0_l0,71,3600.0
initial_good,add_01,20200709-subject-01/20200709_144735,8,s1_l1,71,3800.0
initial_good,add_01,20200709-subject-01/20200709_144735,8,s1_l0,71,3800.0
initial_good,add_01,20200709-subject-01/20200709_144735,8,fp,71,5000.0
initial_good,add_01,20200709-subject-01/20200709_145132,9,residual,219,21700.0
initial_good,add_01,20200709-subject-01/20200709_145132,9,s0_l1,219,21800.0
initial_good,add_01,20200709-subject-01/20200709_145132,9,s0_l0,219,21800.0
initial_good,add_01,20200709-subject-01/20200709_145132,9,s1_l1,219,21800.0
initial_good,add_01,20200709-subject-01/20200709_145132,9,s1_l0,219,21800.0
initial_good,add_01,20200709-subject-01/20200709_145132,9,fp,219,20100.0
initial_good,add_01,20200709-subject-01/20200709_145743,10,residual,213,18900.0
initial_good,add_01,20200709-subject-01/20200709_145743,10,s0_l1,213,18500.0
initial_good,add_01,20200709-subject-01/20200709_145743,10,s0_l0,213,18500.0
initial_good,add_01,20200709-subject-01/20200709_145743,10,s1_l1,213,18300.0
initial_good,add_01,20200709-subject-01/20200709_145743,10,s1_l0,213,18500.0
initial_good,add_01,20200709-subject-01/20200709_145743,10,fp,213,14700.0
initial_good,add_01,20200709-subject-01/20200709_150144,11,residual,426,35600.0
initial_good,add_01,20200709-subject-01/20200709_150144,11,s0_l1,426,35400.0
initial_good,add_01,20200709-subject-01/20200709_150144,11,s0_l0,426,35500.0
initial_good,add_01,20200709-subject-01/20200709_150144,11,s1_l1,426,35300.0
initial_good,add_01,20200709-subject-01/20200709_150144,11,s1_l0,426,35200.0
initial_good,add_01,20200709-subject-01/20200709_150144,11,fp,426,32500.0
initial_good,add_01,20200709-subject-01/20200709_150524,12,residual,355,31700.0
initial_good,add_01,20200709-subject-01/20200709_150524,12,s0_l1,355,31800.0
initial_good,add_01,20200709-subject-01/20200709_150524,12,s0_l0,355,31800.0
initial_good,add_01,20200709-subject-01/20200709_150524,12,s1_l1,355,31800.0
initial_good,add_01,20200709-subject-01/20200709_150524,12,s1_l0,355,31800.0
initial_good,add_01,20200709-subject-01/20200709_150524,12,fp,355,31300.0
initial_good,add_01,20200709-subject-01/20200709_150906,13,residual,365,12900.0
initial_good,add_01,20200709-subject-01/20200709_150906,13,s0_l1,365,13500.0
initial_good,add_01,20200709-subject-01/20200709_150906,13,s0_l0,365,13900.0
initial_good,add_01,20200709-subject-01/20200709_150906,13,s1_l1,365,17300.0
initial_good,add_01,20200709-subject-01/20200709_150906,13,s1_l0,365,16600.0
initial_good,add_01,20200709-subject-01/20200709_150906,13,fp,365,2900.0
initial_good,add_01,20200709-subject-01/20200709_151246,14,residual,292,18700.0
initial_good,add_01,20200709-subject-01/20200709_151246,14,s0_l1,292,16700.0
initial_good,add_01,20200709-subject-01/20200709_151246,14,s0_l0,292,16900.0
initial_good,add_01,20200709-subject-01/20200709_151246,14,s1_l1,292,17300.0
initial_good,add_01,20200709-subject-01/20200709_151246,14,s1_l0,292,17400.0
initial_good,add_01,20200709-subject-01/20200709_151246,14,fp,292,9800.0
initial_good,add_01,20200709-subject-01/20200709_151632,15,residual,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_151632,15,s0_l1,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_151632,15,s0_l0,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_151632,15,s1_l1,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_151632,15,s1_l0,355,35500.0
initial_good,add_01,20200709-subject-01/20200709_151632,15,fp,355,35000.0
initial_good,add_01,20200709-subject-01/20200709_151948,16,residual,426,21300.0
initial_good,add_01,20200709-subject-01/20200709_151948,16,s0_l1,426,21300.0
initial_good,add_01,20200709-subject-01/20200709_151948,16,s0_l0,426,21300.0
initial_good,add_01,20200709-subject-01/20200709_151948,16,s1_l1,426,21300.0
initial_good,add_01,20200709-subject-01/20200709_151948,16,s1_l0,426,21300.0
initial_good,add_01,20200709-subject-01/20200709_151948,16,fp,426,20300.0
initial_good,add_01,20200709-subject-01/20200709_152420,17,residual,146,10100.0
initial_good,add_01,20200709-subject-01/20200709_152420,17,s0_l1,146,10000.0
initial_good,add_01,20200709-subject-01/20200709_152420,17,s0_l0,146,9700.0
initial_good,add_01,20200709-subject-01/20200709_152420,17,s1_l1,146,9800.0
initial_good,add_01,20200709-subject-01/20200709_152420,17,s1_l0,146,9800.0
initial_good,add_01,20200709-subject-01/20200709_152420,17,fp,146,13000.0
initial_good,add_01,20200709-subject-01/20200709_153548,21,residual,142,0.0
initial_good,add_01,20200709-subject-01/20200709_153548,21,s0_l1,142,0.0
initial_good,add_01,20200709-subject-01/20200709_153548,21,s0_l0,142,0.0
initial_good,add_01,20200709-subject-01/20200709_153548,21,s1_l1,142,0.0
initial_good,add_01,20200709-subject-01/20200709_153548,21,s1_l0,142,0.0
initial_good,add_01,20200709-subject-01/20200709_153548,21,fp,142,0.0
initial_good,add_01,20200813-subject-02/20200813_145612,1,residual,584,23800.0
initial_good,add_01,20200813-subject-02/20200813_145612,1,s0_l1,584,24400.0
initial_good,add_01,20200813-subject-02/20200813_145612,1,s0_l0,584,24500.0
initial_good,add_01,20200813-subject-02/20200813_145612,1,s1_l1,584,24000.0
initial_good,add_01,20200813-subject-02/20200813_145612,1,s1_l0,584,23600.0
initial_good,add_01,20200813-subject-02/20200813_145612,1,fp,584,10900.0
initial_good,add_01,20200813-subject-02/20200813_145920,2,residual,438,43800.0
initial_good,add_01,20200813-subject-02/20200813_145920,2,s0_l1,438,43800.0
initial_good,add_01,20200813-subject-02/20200813_145920,2,s0_l0,438,43800.0
initial_good,add_01,20200813-subject-02/20200813_145920,2,s1_l1,438,43800.0
initial_good,add_01,20200813-subject-02/20200813_145920,2,s1_l0,438,43800.0
initial_good,add_01,20200813-subject-02/20200813_145920,2,fp,438,43600.0
initial_good,add_01,20200813-subject-02/20200813_150228,3,residual,142,14200.0
initial_good,add_01,20200813-subject-02/20200813_150228,3,s0_l1,142,14200.0
initial_good,add_01,20200813-subject-02/20200813_150228,3,s0_l0,142,14200.0
initial_good,add_01,20200813-subject-02/20200813_150228,3,s1_l1,142,14200.0
initial_good,add_01,20200813-subject-02/20200813_150228,3,s1_l0,142,14200.0
initial_good,add_01,20200813-subject-02/20200813_150228,3,fp,142,9000.0
initial_good,add_01,20200813-subject-02/20200813_150535,4,residual,292,21400.0
initial_good,add_01,20200813-subject-02/20200813_150535,4,s0_l1,292,21300.0
initial_good,add_01,20200813-subject-02/20200813_150535,4,s0_l0,292,21300.0
initial_good,add_01,20200813-subject-02/20200813_150535,4,s1_l1,292,21400.0
initial_good,add_01,20200813-subject-02/20200813_150535,4,s1_l0,292,21400.0
initial_good,add_01,20200813-subject-02/20200813_150535,4,fp,292,10700.0
initial_good,add_01,20200813-subject-02/20200813_150823,5,residual,355,33100.0
initial_good,add_01,20200813-subject-02/20200813_150823,5,s0_l1,355,31500.0
initial_good,add_01,20200813-subject-02/20200813_150823,5,s0_l0,355,31300.0
initial_good,add_01,20200813-subject-02/20200813_150823,5,s1_l1,355,31900.0
initial_good,add_01,20200813-subject-02/20200813_150823,5,s1_l0,355,31900.0
initial_good,add_01,20200813-subject-02/20200813_150823,5,fp,355,31700.0
initial_good,add_01,20200813-subject-02/20200813_151117,6,residual,142,3600.0
initial_good,add_01,20200813-subject-02/20200813_151117,6,s0_l1,142,3900.0
initial_good,add_01,20200813-subject-02/20200813_151117,6,s0_l0,142,3800.0
initial_good,add_01,20200813-subject-02/20200813_151117,6,s1_l1,142,3700.0
initial_good,add_01,20200813-subject-02/20200813_151117,6,s1_l0,142,3600.0
initial_good,add_01,20200813-subject-02/20200813_151117,6,fp,142,0.0
initial_good,add_01,20200813-subject-02/20200813_151925,7,residual,426,38700.0
initial_good,add_01,20200813-subject-02/20200813_151925,7,s0_l1,426,38900.0
initial_good,add_01,20200813-subject-02/20200813_151925,7,s0_l0,426,38800.0
initial_good,add_01,20200813-subject-02/20200813_151925,7,s1_l1,426,38700.0
initial_good,add_01,20200813-subject-02/20200813_151925,7,s1_l0,426,38700.0
initial_good,add_01,20200813-subject-02/20200813_151925,7,fp,426,24400.0
initial_good,add_01,20200813-subject-02/20200813_152215,8,residual,142,12200.0
initial_good,add_01,20200813-subject-02/20200813_152215,8,s0_l1,142,12200.0
initial_good,add_01,20200813-subject-02/20200813_152215,8,s0_l0,142,12200.0
initial_good,add_01,20200813-subject-02/20200813_152215,8,s1_l1,142,12200.0
initial_good,add_01,20200813-subject-02/20200813_152215,8,s1_l0,142,12200.0
initial_good,add_01,20200813-subject-02/20200813_152215,8,fp,142,10100.0
initial_good,add_01,20200813-subject-02/20200813_152513,9,residual,219,20300.0
initial_good,add_01,20200813-subject-02/20200813_152513,9,s0_l1,219,20400.0
initial_good,add_01,20200813-subject-02/20200813_152513,9,s0_l0,219,20300.0
initial_good,add_01,20200813-subject-02/20200813_152513,9,s1_l1,219,20400.0
initial_good,add_01,20200813-subject-02/20200813_152513,9,s1_l0,219,20300.0
initial_good,add_01,20200813-subject-02/20200813_152513,9,fp,219,12100.0
initial_good,add_01,20200813-subject-02/20200813_152842,10,residual,276,23600.0
