population,metric,physical_sequence,object_id,method,frames,sum
bad_initial_first8,center_mm,20200813-subject-02/20200813_154103,14,s1_l0,32,288.17738223075867
bad_initial_first8,center_mm,20200813-subject-02/20200813_154103,14,fp,32,508.31127095222473
bad_initial_first8,center_mm,20200813-subject-02/20200813_154408,15,residual,24,365.4841914176941
bad_initial_first8,center_mm,20200813-subject-02/20200813_154408,15,s0_l1,24,490.7273840904236
bad_initial_first8,center_mm,20200813-subject-02/20200813_154408,15,s0_l0,24,501.0950565338135
bad_initial_first8,center_mm,20200813-subject-02/20200813_154408,15,s1_l1,24,525.0565230846405
bad_initial_first8,center_mm,20200813-subject-02/20200813_154408,15,s1_l0,24,556.0414696931839
bad_initial_first8,center_mm,20200813-subject-02/20200813_154408,15,fp,24,311.2795376777649
bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,residual,8,55.08891201019287
bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s0_l1,8,59.041051387786865
bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s0_l0,8,58.8905086517334
bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s1_l1,8,61.06308841705322
bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,s1_l0,8,60.742172718048096
bad_initial_first8,center_mm,20200813-subject-02/20200813_154729,16,fp,8,37.24402475357056
bad_initial_first8,center_mm,20200813-subject-02/20200813_155021,17,residual,64,2546.2788763046265
bad_initial_first8,center_mm,20200813-subject-02/20200813_155021,17,s0_l1,64,2367.477993965149
bad_initial_first8,center_mm,20200813-subject-02/20200813_155021,17,s0_l0,64,2342.013144493103
bad_initial_first8,center_mm,20200813-subject-02/20200813_155021,17,s1_l1,64,2369.588186264038
bad_initial_first8,center_mm,20200813-subject-02/20200813_155021,17,s1_l0,64,2307.808804512024
bad_initial_first8,center_mm,20200813-subject-02/20200813_155021,17,fp,64,4146.662380695343
bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,residual,48,1194.4367623329163
bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s0_l1,48,847.4674649238586
bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s0_l0,48,848.2578990459442
bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s1_l1,48,830.034720659256
bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,s1_l0,48,824.5595118999481
bad_initial_first8,center_mm,20200813-subject-02/20200813_155314,18,fp,48,679.6746487617493
bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,residual,24,378.27571630477905
bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s0_l1,24,347.408814907074
bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s0_l0,24,348.21212434768677
bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s1_l1,24,348.5489411354065
bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,s1_l0,24,349.3383984565735
bad_initial_first8,center_mm,20200813-subject-02/20200813_155633,20,fp,24,280.03806471824646
bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,residual,56,493.464714884758
bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s0_l1,56,418.4224727153778
bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s0_l0,56,419.2236053943634
bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s1_l1,56,432.19930624961853
bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,s1_l0,56,432.4522638320923
bad_initial_first8,center_mm,20200813-subject-02/20200813_155953,21,fp,56,622.5504661798477
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142446,2,residual,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142446,2,s0_l1,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142446,2,s0_l0,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142446,2,s1_l1,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142446,2,s1_l0,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142446,2,fp,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142802,3,residual,24,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142802,3,s0_l1,24,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142802,3,s0_l0,24,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142802,3,s1_l1,24,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142802,3,s1_l0,24,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_142802,3,fp,24,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143125,4,residual,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143125,4,s0_l1,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143125,4,s0_l0,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143125,4,s1_l1,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143125,4,s1_l0,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143125,4,fp,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143531,5,residual,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143531,5,s0_l1,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143531,5,s0_l0,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143531,5,s1_l1,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143531,5,s1_l0,32,800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143531,5,fp,32,2200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143907,6,residual,40,500.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143907,6,s0_l1,40,700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143907,6,s0_l0,40,700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143907,6,s1_l1,40,700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143907,6,s1_l0,40,700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_143907,6,fp,40,1500.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144313,7,residual,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144313,7,s0_l1,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144313,7,s0_l0,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144313,7,s1_l1,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144313,7,s1_l0,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144313,7,fp,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144735,8,residual,56,3800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144735,8,s0_l1,56,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144735,8,s0_l0,56,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144735,8,s1_l1,56,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144735,8,s1_l0,56,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_144735,8,fp,56,5400.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145132,9,residual,40,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145132,9,s0_l1,40,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145132,9,s0_l0,40,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145132,9,s1_l1,40,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145132,9,s1_l0,40,3900.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145132,9,fp,40,4000.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145743,10,residual,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145743,10,s0_l1,40,3300.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145743,10,s0_l0,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145743,10,s1_l1,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145743,10,s1_l0,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_145743,10,fp,40,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150144,11,residual,16,1400.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150144,11,s0_l1,16,1300.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150144,11,s0_l0,16,1300.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150144,11,s1_l1,16,1300.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150144,11,s1_l0,16,1300.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150144,11,fp,16,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150524,12,residual,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150524,12,s0_l1,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150524,12,s0_l0,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150524,12,s1_l1,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150524,12,s1_l0,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_150524,12,fp,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151246,14,residual,24,1500.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151246,14,s0_l1,24,1700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151246,14,s0_l0,24,1700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151246,14,s1_l1,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151246,14,s1_l0,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151246,14,fp,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151632,15,residual,24,1800.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151632,15,s0_l1,24,1700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151632,15,s0_l0,24,1700.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151632,15,s1_l1,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151632,15,s1_l0,24,1600.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_151632,15,fp,24,2400.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_152420,17,residual,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_152420,17,s0_l1,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_152420,17,s0_l0,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_152420,17,s1_l1,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_152420,17,s1_l0,48,3200.0
asymmetric_bad_initial_first8,add_01,20200709-subject-01/20200709_152420,17,fp,48,3200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_145920,2,residual,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_145920,2,s0_l1,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_145920,2,s0_l0,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_145920,2,s1_l1,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_145920,2,s1_l0,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_145920,2,fp,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150228,3,residual,48,4600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150228,3,s0_l1,48,4700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150228,3,s0_l0,48,4700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150228,3,s1_l1,48,4700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150228,3,s1_l0,48,4700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150228,3,fp,48,4800.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150535,4,residual,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150535,4,s0_l1,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150535,4,s0_l0,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150535,4,s1_l1,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150535,4,s1_l0,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150535,4,fp,32,3200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150823,5,residual,24,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150823,5,s0_l1,24,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150823,5,s0_l0,24,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150823,5,s1_l1,24,2200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150823,5,s1_l0,24,2200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_150823,5,fp,24,2400.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151117,6,residual,48,600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151117,6,s0_l1,48,1300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151117,6,s0_l0,48,1300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151117,6,s1_l1,48,1200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151117,6,s1_l0,48,1200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151117,6,fp,48,1700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151925,7,residual,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151925,7,s0_l1,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151925,7,s0_l0,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151925,7,s1_l1,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151925,7,s1_l0,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_151925,7,fp,16,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152215,8,residual,48,3800.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152215,8,s0_l1,48,4500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152215,8,s0_l0,48,4500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152215,8,s1_l1,48,4500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152215,8,s1_l0,48,4500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152215,8,fp,48,4000.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152513,9,residual,40,3500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152513,9,s0_l1,40,3900.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152513,9,s0_l0,40,3900.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152513,9,s1_l1,40,3900.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152513,9,s1_l0,40,3900.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152513,9,fp,40,4000.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152842,10,residual,32,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152842,10,s0_l1,32,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152842,10,s0_l0,32,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152842,10,s1_l1,32,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152842,10,s1_l0,32,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_152842,10,fp,32,2500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_153453,12,residual,24,1500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_153453,12,s0_l1,24,1500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_153453,12,s0_l0,24,1500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_153453,12,s1_l1,24,1500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_153453,12,s1_l0,24,1500.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_153453,12,fp,24,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154103,14,residual,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154103,14,s0_l1,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154103,14,s0_l0,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154103,14,s1_l1,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154103,14,s1_l0,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154103,14,fp,32,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154408,15,residual,24,1900.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154408,15,s0_l1,24,1700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154408,15,s0_l0,24,1700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154408,15,s1_l1,24,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154408,15,s1_l0,24,1600.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_154408,15,fp,24,2300.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_155021,17,residual,64,1200.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_155021,17,s0_l1,64,800.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_155021,17,s0_l0,64,800.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_155021,17,s1_l1,64,700.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_155021,17,s1_l0,64,800.0
asymmetric_bad_initial_first8,add_01,20200813-subject-02/20200813_155021,17,fp,64,2200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142446,2,residual,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142446,2,s0_l1,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142446,2,s0_l0,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142446,2,s1_l1,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142446,2,s1_l0,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142446,2,fp,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142802,3,residual,24,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142802,3,s0_l1,24,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142802,3,s0_l0,24,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142802,3,s1_l1,24,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142802,3,s1_l0,24,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_142802,3,fp,24,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143125,4,residual,32,3100.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143125,4,s0_l1,32,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143125,4,s0_l0,32,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143125,4,s1_l1,32,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143125,4,s1_l0,32,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143125,4,fp,32,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143531,5,residual,32,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143531,5,s0_l1,32,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143531,5,s0_l0,32,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143531,5,s1_l1,32,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143531,5,s1_l0,32,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143531,5,fp,32,2300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143907,6,residual,40,1800.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143907,6,s0_l1,40,2300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143907,6,s0_l0,40,2200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143907,6,s1_l1,40,2200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143907,6,s1_l0,40,2200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_143907,6,fp,40,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144313,7,residual,48,4600.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144313,7,s0_l1,48,4400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144313,7,s0_l0,48,4400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144313,7,s1_l1,48,4400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144313,7,s1_l0,48,4400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144313,7,fp,48,3600.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144735,8,residual,56,4400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144735,8,s0_l1,56,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144735,8,s0_l0,56,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144735,8,s1_l1,56,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144735,8,s1_l0,56,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_144735,8,fp,56,4100.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145132,9,residual,40,4000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145132,9,s0_l1,40,4000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145132,9,s0_l0,40,4000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145132,9,s1_l1,40,4000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145132,9,s1_l0,40,4000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145132,9,fp,40,4000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145743,10,residual,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145743,10,s0_l1,40,3300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145743,10,s0_l0,40,3300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145743,10,s1_l1,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145743,10,s1_l0,40,3300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_145743,10,fp,40,3200.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150144,11,residual,16,1400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150144,11,s0_l1,16,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150144,11,s0_l0,16,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150144,11,s1_l1,16,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150144,11,s1_l0,16,1500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150144,11,fp,16,1600.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150524,12,residual,24,2000.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150524,12,s0_l1,24,1800.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150524,12,s0_l0,24,1900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150524,12,s1_l1,24,1800.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150524,12,s1_l0,24,1800.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_150524,12,fp,24,1600.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151246,14,residual,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151246,14,s0_l1,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151246,14,s0_l0,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151246,14,s1_l1,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151246,14,s1_l0,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151246,14,fp,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151632,15,residual,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151632,15,s0_l1,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151632,15,s0_l0,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151632,15,s1_l1,24,2300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151632,15,s1_l0,24,2300.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_151632,15,fp,24,2400.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_152420,17,residual,48,3500.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_152420,17,s0_l1,48,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_152420,17,s0_l0,48,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_152420,17,s1_l1,48,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_152420,17,s1_l0,48,3900.0
asymmetric_bad_initial_first8,adds_005,20200709-subject-01/20200709_152420,17,fp,48,4700.0
asymmetric_bad_initial_first8,adds_005,20200813-subject-02/20200813_145920,2,residual,16,1600.0
